ENTIDAD_RES,MUNICIPIO_RES,codigo_Postal,coordenada_lateral,coordenada_longitudinal,altitud
30,45,95429,21.748393,-99.056335,82
30,46,91626,21.565728,-99.077893,882
30,47,94140,21.637858,-99.026818,70
30,48,96348,22.047321,-100.458006,1189
30,49,94993,21.700192,-99.474944,451
30,50,93068,21.516941,-99.463654,950
30,51,93140,21.443528,-99.515096,886
30,52,94920,21.685213,-99.395056,402
30,53,94910,21.496944,-99.487222,953
30,54,95563,21.734408,-100.751218,1846
30,55,92180,21.790194,-100.759398,1759
30,56,92150,21.814327,-100.653843,1757
30,57,93893,21.836944,-100.511944,1837
30,58,92705,21.711513,-100.662619,1743
30,59,95983,21.824764,-100.800846,1828
30,60,92420,21.881799,-100.78198,1837
30,61,96995,21.800439,-100.737109,1716
30,62,94160,23.250386,-101.644103,2009
30,63,92205,23.153898,-102.192434,1969
30,65,91633,21.736267,-98.555367,26
30,66,93193,21.857085,-98.594711,35
30,68,94475,21.714944,-98.585718,39
30,69,93559,22.239722,-100.889444,1837
30,70,96948,22.3619,-100.847096,1828
30,71,94107,22.155689,-100.881702,1843
30,72,92600,22.228136,-100.870827,1832
30,73,95854,22.187881,-100.937274,1850
30,74,94793,21.825948,-99.382901,1039
30,75,95247,21.854336,-99.408274,1018
30,76,92623,21.900706,-99.307707,554
30,77,95650,21.923902,-99.39216,354
30,78,92270,21.208601,-98.671576,142
30,79,91255,21.267001,-98.852577,476
30,80,94180,21.187197,-98.836328,819
30,81,94437,21.250154,-98.707935,138
30,82,96365,21.25041,-98.751005,156
30,83,92687,21.196593,-98.832148,864
30,84,95430,21.262738,-98.791518,129
30,85,94456,21.175082,-98.813491,501
30,86,93662,21.368211,-98.718867,247
30,87,91153,21.560352,-98.815114,85
30,88,94019,21.961775,-98.868376,41
30,89,96318,22.062264,-98.564381,32
30,90,94267,22.002227,-98.737822,15
30,91,96978,22.343036,-98.706228,82
30,92,91247,21.886389,-98.819167,40
30,93,91380,22.004147,-98.775161,23
30,94,95680,21.674971,-98.927511,95
30,95,91444,21.695304,-98.873399,80
30,96,93860,21.749085,-98.887319,40
30,97,95295,21.677325,-98.781006,142
30,98,94877,21.811439,-98.830144,28
30,99,94700,21.688147,-98.681507,123
30,100,94250,21.665664,-98.88807,130
30,101,94420,21.589289,-98.694653,46
30,102,93607,21.598088,-98.662063,42
30,103,93085,21.667878,-100.557303,1817
30,104,95930,21.715062,-100.349634,1759
30,105,94276,21.681001,-100.5559,1835
30,106,91413,21.667456,-100.573918,1780
30,107,93740,24.216421,-100.914682,1704
30,108,96927,22.931344,-101.094629,1788
30,109,93847,21.910136,-101.38337,2177
30,110,95045,23.423548,-100.792642,1788
30,111,96375,23.428056,-100.675364,1502
30,112,91400,23.24919,-100.877067,1968
30,113,94880,23.506804,-100.723389,1610
30,114,93814,23.517394,-100.741454,1652
30,115,94726,23.374425,-100.757897,1637
30,116,96164,23.657842,-100.731363,1862
30,117,94906,23.00282,-102.17427,1990
30,118,94315,22.802629,-102.038906,2041
30,119,95513,22.000904,-99.642505,1211
30,120,96330,21.971508,-99.611335,1266
30,121,92086,21.984174,-99.577589,1185
30,122,95966,21.950231,-99.642826,1161
30,123,93994,21.735815,-100.9286,1868
30,124,93460,21.943298,-100.860391,1816
30,125,94974,21.803124,-100.932486,1814
30,126,91670,22.505144,-100.66297,1573
30,127,94150,22.496537,-100.610484,1502
30,128,91275,22.448693,-100.678864,1667
30,129,92130,22.392577,-100.067349,1086
30,130,95600,21.436389,-98.875,76
30,131,93270,21.413739,-98.846842,106
30,132,91335,21.369451,-98.941291,707
30,133,92033,21.441958,-98.949164,96
30,134,91653,21.316699,-99.016305,1416
30,135,94410,21.361852,-98.939355,748
30,136,91315,21.33252,-98.992435,927
30,137,95060,21.331677,-98.968958,384
30,138,94733,21.456096,-99.010879,947
30,139,95486,21.385193,-98.989573,674
30,140,94850,21.964911,-100.816314,1861
30,141,95805,22.035605,-100.730967,1973
30,142,96137,22.644772,-100.84902,1614
30,143,95839,23.819332,-100.726606,1701
30,144,96151,23.738769,-100.743121,1868
30,145,96170,23.815808,-100.561084,1749
30,146,94060,24.050509,-100.544335,2014
30,147,94775,23.875684,-100.758191,1718
30,148,94249,23.86645,-100.776738,1719
30,149,95924,22.427666,-100.279597,1192
30,150,92495,22.43583,-100.421619,1252
30,151,92596,22.394911,-100.317591,1152
30,152,92043,22.443504,-100.094671,1145
30,153,92550,22.157776,-100.798167,1922
30,154,92454,22.154662,-100.881099,1844
30,155,92104,25.92055,-109.174698,9
30,156,93760,25.8492,-109.207297,5
30,156,93761,25.794951,-108.925968,15
30,157,92941,26.084163,-109.378314,1
30,158,93588,25.87755,-108.901894,43
30,159,95039,25.851251,-108.960021,19
30,160,92750,25.765074,-108.832645,9
30,161,92076,25.873509,-109.043703,14
30,162,94035,26.336031,-109.026379,21
30,163,93783,25.966262,-109.296733,0
30,164,91615,25.788008,-108.9576,15
30,165,94190,26.214749,-109.265258,15
30,166,91430,25.972793,-109.042062,22
30,167,92530,25.9445,-109.011276,25
30,168,94840,25.95845,-109.028111,9
30,169,95580,25.995669,-109.273436,35
30,170,92640,25.876123,-109.002313,17
30,171,95070,25.935104,-109.154972,7
30,172,96192,25.856689,-109.326775,4
30,173,95080,25.783417,-108.994343,9
30,174,95160,25.946789,-109.049675,17
30,175,92903,25.975725,-108.874206,19
30,176,95520,26.022281,-108.831589,26
30,177,91354,25.966387,-108.904033,19
30,178,95469,26.421599,-108.619966,81
30,179,94090,26.399568,-108.663586,70
30,180,92670,26.366814,-108.592401,101
30,181,95235,25.953134,-108.930456,19
30,182,91233,25.926704,-108.780868,28
30,183,93655,25.70458,-108.718141,18
30,184,94800,25.696374,-108.812815,9
30,185,94860,25.463814,-108.477797,11
30,186,94173,25.607522,-108.441386,20
30,187,91360,25.572418,-108.445182,16
30,188,94054,25.571077,-108.307071,24
30,189,92853,25.539268,-108.41102,12
30,190,95540,25.437603,-108.490024,7
30,191,91668,25.705456,-108.313695,41
30,192,93980,25.565547,-108.471818,21
30,193,91694,25.755127,-108.820839,8
30,194,91341,25.595627,-108.461819,11
30,195,94820,25.604005,-108.614483,12
30,195,94825,25.609537,-108.528088,19
30,196,94934,25.727737,-108.395936,30
30,197,93900,25.58889,-108.41777,23
30,198,92650,25.555836,-108.497569,16
30,199,96320,25.678286,-108.50051,27
30,200,94220,25.525738,-108.614784,6
30,201,95019,25.536416,-108.456528,10
30,202,92639,25.446849,-108.450673,11
30,203,93010,25.55081,-108.322,20
30,204,96610,23.123616,-106.276232,5
30,205,92404,23.306589,-106.218036,35
30,206,96360,23.1947,-106.339484,4
30,207,95380,23.351239,-106.417367,61
30,208,95349,23.189834,-106.230278,11
30,209,95953,23.557692,-106.468816,36
30,210,96998,23.186923,-106.330386,9
30,211,93623,23.090256,-106.151468,7
30,212,95637,23.65035,-106.485011,160
31,1,97825,23.507031,-106.313394,120
31,2,97380,23.269508,-106.328881,63
31,3,97993,23.602972,-106.444637,91
31,4,97452,23.390041,-106.370947,100
31,6,97623,23.18762,-106.258141,19
31,7,97460,23.426042,-106.357464,160
31,8,97747,23.221171,-106.168625,46
31,9,97416,23.270644,-106.360699,29
31,11,97367,23.358741,-106.421996,59
31,12,97643,23.424433,-106.376539,140
31,13,97345,23.513389,-106.392456,86
31,14,97766,23.254885,-106.256034,23
31,15,97577,23.462453,-106.393837,118
31,16,97955,23.242368,-106.262891,37
31,17,97759,23.50491,-106.379266,107
31,18,97858,23.580927,-106.153663,151
31,19,97774,23.510573,-106.590713,11
31,20,97342,23.460996,-106.524787,10
31,21,97760,23.191793,-106.242624,11
31,22,97944,23.200316,-106.422221,10
31,23,97816,23.785108,-106.025061,804
31,24,97906,23.297688,-106.321521,60
31,26,97404,23.213159,-106.260468,28
31,27,97500,23.205196,-106.206239,20
31,28,97608,23.218872,-106.25559,19
31,29,97604,23.13132,-106.283808,5
31,30,97665,23.117039,-106.300086,2
31,32,97730,23.175823,-106.229531,9
31,33,97836,23.187001,-106.248338,11
31,34,97564,23.246363,-106.194489,39
31,36,97580,23.282498,-106.441201,9
31,39,97344,23.266248,-106.319746,55
31,40,97556,23.359603,-106.381728,87
31,41,97370,23.242427,-106.252616,22
31,42,97675,23.401111,-106.349073,108
31,43,97765,23.279956,-106.42655,17
31,44,97360,23.340736,-106.241102,25
31,45,97818,23.458932,-106.269869,83
31,46,97900,23.669737,-106.503622,207
31,47,97851,23.37549,-106.278921,68
31,48,97804,23.188643,-106.219964,12
31,49,97908,25.638276,-107.772432,260
31,50,97256,22.990874,-105.853757,30
31,52,97434,23.026804,-105.944337,31
31,53,97844,23.110524,-105.667508,100
31,54,97458,22.963171,-106.114553,3
31,55,97815,23.01082,-106.155288,4
31,56,97883,25.479741,-108.167474,36
31,57,97615,25.449449,-108.272913,15
31,58,97934,25.457,-108.0807,49
31,59,97320,25.44467,-108.240914,22
31,60,97655,25.467467,-108.095125,46
31,61,97726,25.387864,-108.03215,90
31,62,97848,25.466683,-108.095021,46
31,65,97617,25.400014,-108.259304,17
31,66,97896,25.55593,-108.097248,66
31,67,97574,25.43495,-108.272287,16
31,68,97420,25.468641,-108.124241,40
31,69,97694,25.587276,-108.112677,67
31,70,97636,25.238923,-107.900118,199
31,71,97677,25.444466,-108.054416,59
31,73,97945,23.664549,-106.802001,5
31,74,97490,23.820743,-106.660402,19
31,75,97910,24.09685,-106.12162,695
31,76,97824,23.721843,-106.781788,15
31,77,97535,23.586265,-106.695558,10
31,78,97522,23.819454,-106.694694,27
31,79,97983,23.743095,-106.529353,125
31,80,97683,23.895762,-106.261585,332
31,81,97768,24.029087,-106.435754,277
31,82,97403,23.981778,-106.085977,443
31,84,97515,24.157668,-106.407873,922
31,85,97743,23.814881,-106.423088,272
31,86,97532,23.823144,-106.396107,240
31,87,97365,23.777757,-106.391768,304
31,88,97524,23.78759,-106.514629,189
31,89,97860,23.923629,-106.620625,68
31,91,97751,23.845522,-106.42514,240
31,92,97763,23.941872,-106.596527,67
31,93,97473,23.712771,-106.429069,182
31,94,97954,23.826139,-106.669698,20
31,95,97388,23.946536,-106.391964,172
31,96,97710,23.940276,-106.425497,148
31,97,97654,25.763915,-108.334967,43
31,98,97967,25.855954,-108.631183,51
31,99,97798,25.689908,-108.142105,90
31,100,97357,25.784911,-108.303109,64
31,101,97390,25.787138,-108.260612,51
31,102,97783,25.673108,-108.240796,46
31,103,97566,25.783292,-108.473081,42
31,104,97925,25.8175,-108.201108,62
31,105,97348,26.213177,-108.300047,201
31,106,97425,25.793761,-107.840131,217
32,1,99940,26.00559,-108.392591,111
32,2,99930,25.896206,-108.354122,85
32,3,99734,25.835384,-108.142166,58
32,4,99790,25.788477,-107.850282,211
32,5,98507,25.801376,-108.477828,46
32,6,98480,25.961788,-108.391877,86
32,7,98211,25.824678,-108.648001,38
32,8,98698,25.740097,-108.295357,39
32,9,99260,26.312439,-107.920495,1644
32,10,99170,25.753969,-108.084741,143
32,11,99830,25.750386,-108.592525,40
32,12,98677,25.774831,-108.162948,89
32,13,98560,25.897241,-107.682452,1362
32,14,98350,25.84924,-108.128151,72
32,15,99593,25.7324,-107.947963,314
32,16,98730,25.86485,-108.157195,70
32,17,98610,25.822372,-108.222046,80
32,18,99670,24.992204,-107.871871,30
32,19,99624,24.543608,-107.702419,4
32,20,99350,24.817831,-107.653604,15
32,22,98320,24.573765,-107.799172,1
32,23,99960,24.613562,-107.654702,5
32,24,98815,24.65737,-107.540778,11
32,25,98770,24.767219,-107.69676,12
32,26,98240,24.729681,-107.738478,7
32,27,98220,24.753719,-107.517167,20
32,28,99867,24.742171,-107.516961,19
32,29,98330,24.773523,-107.553993,21
32,30,99720,24.821515,-107.642914,14
32,31,99410,24.629323,-107.655749,6
32,32,98100,24.750313,-107.726013,14
32,33,99998,24.769111,-107.608838,18
32,34,99906,25.36436,-108.159489,25
32,35,98890,25.233326,-108.057482,31
32,36,98700,25.057626,-107.914552,20
32,37,98546,25.382951,-108.158894,29
32,38,98920,25.080775,-108.053873,4
32,39,98424,25.428792,-108.115077,49
32,40,99140,25.362652,-107.551018,212
32,41,98290,25.620109,-107.529971,479
32,42,99100,25.303065,-107.547996,223
32,44,99630,25.963789,-107.285361,1621
32,45,99753,25.995843,-107.37556,792
32,46,99580,26.037221,-107.31878,1607
32,47,99800,25.185081,-107.262373,403
32,48,99700,25.712585,-107.124632,1197
32,49,99200,26.042773,-107.339663,1255
32,50,98150,25.564605,-107.364724,1001
32,51,98436,25.754377,-107.1961,853
32,52,98910,25.16664,-107.270741,346
32,53,98870,25.298925,-107.437843,267
32,54,98990,25.358603,-107.726966,210
32,55,99545,25.371663,-107.545873,203
32,56,98176,25.786688,-107.333883,620
32,57,98647,25.926552,-107.502124,841
32,58,99828,23.163108,-106.086441,81
